kind,id,name,icon
item,white_med_helm,White med helm,i07/whiteMedHelm.png
item,white_full_helm,White full helm,i07/whiteFullHelm.png
item,white_platebody,White platebody,i07/whitePlatebody.png
item,white_chainbody,White chainbody,i07/whiteChainbody.png
item,white_platelegs,White platelegs,i07/whitePlatelegs.png
item,white_plateskirt,White plateskirt,i07/whitePlateskirt.png
item,white_kiteshield,White kiteshield,i07/whiteKiteshield.png
item,white_sq_shield,White sq shield,i07/whiteSqShield.png
item,white_boots,White boots,i07/whiteBoots.png
item,white_gauntlets,White gauntlets,i07/whiteGloves.png
item,dragon_hatchet,Dragon hatchet,i07/dragonAxe.png
item,dragon_pickaxe,Dragon pickaxe,i07/dragonPickaxe.png
item,dragon_dagger,Dragon dagger,i07/dragonDagger.png
item,dragon_sword,Dragon sword,i07/dragonSword.png
item,dragon_scimitar,Dragon scimitar,i07/dragonScimitar.png
item,dragon_longsword,Dragon longsword,i07/dragonLongsword.png
item,dragon_mace,Dragon mace,i07/dragonMace.png
item,dragon_battleaxe,Dragon battleaxe,i07/dragonBattleaxe.png
item,dragon_warhammer,Dragon warhammer,i07/dragonWarhammer.png
item,dragon_claws,Dragon claws,i07/dragonClaws.png
item,dragon_2h_sword,Dragon 2h sword,i07/dragon2hSword.png
item,dragon_halberd,Dragon halberd,i07/dragonHalberd.png
item,dragon_spear,Dragon spear,i07/dragonSpear.png
item,dragon_hasta,Dragon hasta,i07/dragonHasta.png
item,dragon_med_helm,Dragon med helm,i07/dragonMedHelm.png
item,dragon_full_helm,Dragon full helm,i07/dragonFullHelm.png
item,dragon_platebody,Dragon platebody,i07/dragonPlatebody.png
item,dragon_chainbody,Dragon chainbody,i07/dragonChainbody.png
item,dragon_platelegs,Dragon platelegs,i07/dragonPlatelegs.png
item,dragon_plateskirt,Dragon plateskirt,i07/dragonPlateskirt.png
item,dragon_kiteshield,Dragon kiteshield,i07/dragonKiteshield.png
item,dragon_sq_shield,Dragon sq shield,i07/dragonSqShield.png
item,dragon_defender,Dragon defender,i07/dragonDefender.png
item,dragon_boots,Dragon boots,i07/dragonBoots.png
item,dragon_gauntlets,Dragon gauntlets,i07/dragonGloves.png
item,shortbow,Shortbow,i07/shortbow.png
item,longbow,Longbow,i07/longbow.png
item,oak_shortbow,Oak shortbow,i07/oakShortbow.png
item,oak_longbow,Oak longbow,i07/oakLongbow.png
item,willow_shortbow,Willow shortbow,i07/willowShortbow.png
item,willow_longbow,Willow longbow,i07/willowLongbow.png
item,maple_shortbow,Maple shortbow,i07/mapleShortbow.png
item,maple_longbow,Maple longbow,i07/mapleLongbow.png
item,yew_shortbow,Yew shortbow,i07/yewShortbow.png
item,yew_longbow,Yew longbow,i07/yewLongbow.png
item,magic_shortbow,Magic shortbow,i07/magicShortbow.png
item,magic_longbow,Magic longbow,i07/magicLongbow.png
item,bronze_crossbow,Bronze crossbow,i07/bronzeCrossbow.png
item,iron_crossbow,Iron crossbow,i07/ironCrossbow.png
item,steel_crossbow,Steel crossbow,i07/steelCrossbow.png
item,mithril_crossbow,Mithril crossbow,i07/mithrilCrossbow.png
item,adamant_crossbow,Adamant crossbow,i07/adamantCrossbow.png
item,rune_crossbow,Rune crossbow,i07/runeCrossbow.png
item,dragon_crossbow,Dragon crossbow,i07/dragonCrossbow.png
item,bronze_arrow,Bronze arrow,i07/bronzeArrow5.png
item,iron_arrow,Iron arrow,i07/ironArrow5.png
item,steel_arrow,Steel arrow,i07/steelArrow5.png
item,mithril_arrow,Mithril arrow,i07/mithrilArrow5.png
item,adamant_arrow,Adamant arrow,i07/adamantArrow5.png
item,rune_arrow,Rune arrow,i07/runeArrow5.png
item,amethyst_arrow,Amethyst arrow,i07/amethystArrow5.png
item,dragon_arrow,Dragon arrow,i07/dragonArrow5.png
item,bronze_bolts,Bronze bolts,i07/bronzeBolts5.png
item,iron_bolts,Iron bolts,i07/ironBolts5.png
item,steel_bolts,Steel bolts,i07/steelBolts5.png
item,mithril_bolts,Mithril bolts,i07/mithrilBolts5.png
item,adamant_bolts,Adamant bolts,i07/adamantBolts5.png
item,rune_bolts,Rune bolts,i07/runiteBolts5.png
item,dragon_bolts,Dragon bolts,i07/dragonBolts5.png
item,diamond_bolts_e,Diamond bolts (e),i07/diamondBoltsE5.png
item,bronze_knife,Bronze knife,i07/bronzeKnife.png
item,bronze_dart,Bronze dart,i07/bronzeDart.png
item,bronze_thrownaxe,Bronze thrownaxe,i07/bronzeThrownaxe.png
item,bronze_javelin,Bronze javelin,i07/bronzeJavelin.png
item,iron_knife,Iron knife,i07/ironKnife.png
item,iron_dart,Iron dart,i07/ironDart.png
item,iron_thrownaxe,Iron thrownaxe,i07/ironThrownaxe.png
item,iron_javelin,Iron javelin,i07/ironJavelin.png
item,steel_knife,Steel knife,i07/steelKnife.png
item,steel_dart,Steel dart,i07/steelDart.png
item,steel_thrownaxe,Steel thrownaxe,i07/steelThrownaxe.png
item,steel_javelin,Steel javelin,i07/steelJavelin.png
item,black_knife,Black knife,i07/blackKnife.png
item,black_dart,Black dart,i07/blackDart.png
item,mithril_knife,Mithril knife,i07/mithrilKnife.png
item,mithril_dart,Mithril dart,i07/mithrilDart.png
item,mithril_thrownaxe,Mithril thrownaxe,i07/mithrilThrownaxe.png
item,mithril_javelin,Mithril javelin,i07/mithrilJavelin.png
item,adamant_knife,Adamant knife,i07/adamantKnife.png
item,adamant_dart,Adamant dart,i07/adamantDart.png
item,adamant_thrownaxe,Adamant thrownaxe,i07/adamantThrownaxe.png
item,adamant_javelin,Adamant javelin,i07/adamantJavelin.png
item,rune_knife,Rune knife,i07/runeKnife.png
item,rune_dart,Rune dart,i07/runeDart.png
item,rune_thrownaxe,Rune thrownaxe,i07/runeThrownaxe.png
item,rune_javelin,Rune javelin,i07/runeJavelin.png
item,dragon_knife,Dragon knife,i07/dragonKnife.png
item,dragon_dart,Dragon dart,i07/dragonDart.png
item,dragon_thrownaxe,Dragon thrownaxe,i07/dragonThrownaxe.png
item,dragon_javelin,Dragon javelin,i07/dragonJavelin.png
item,chinchompa,Chinchompa,i07/chinchompa.png
item,red_chinchompa,Red chinchompa,i07/redChinchompa.png
item,bronze_arrowtips,Bronze arrowtips,i07/bronzeArrowtips.png
item,iron_arrowtips,Iron arrowtips,i07/ironArrowtips.png
item,steel_arrowtips,Steel arrowtips,i07/steelArrowtips.png
item,mithril_arrowtips,Mithril arrowtips,i07/mithrilArrowtips.png
item,adamant_arrowtips,Adamant arrowtips,i07/adamantArrowtips.png
item,rune_arrowtips,Rune arrowtips,i07/runeArrowtips.png
item,dragon_arrowtips,Dragon arrowtips,i07/dragonArrowtips.png
item,bronze_bolts_u,Bronze bolts (unf),i07/bronzeBoltsUnf5.png
item,iron_bolts_u,Iron bolts (unf),i07/ironBoltsUnf5.png
item,steel_bolts_u,Steel bolts (unf),i07/steelBoltsUnf5.png
item,mithril_bolts_u,Mithril bolts (unf),i07/mithrilBoltsUnf5.png
item,adamant_bolts_u,Adamant bolts (unf),i07/adamantBoltsunf5.png
item,rune_bolts_u,Rune bolts (unf),i07/runiteBoltsUnf5.png
item,dragon_bolts_u,Dragon bolts (unf),i07/dragonBoltsUnf5.png
item,bronze_dart_tips,Bronze dart tips,i07/bronzeDartTip.png
item,iron_dart_tips,Iron dart tips,i07/ironDartTip.png
item,steel_dart_tips,Steel dart tips,i07/steelDartTip.png
item,black_dart_tips,Black dart tips,i07/blackDart.png
item,mithril_dart_tips,Mithril dart tips,i07/mithrilDartTip.png
item,adamant_dart_tips,Adamant dart tips,i07/adamantDartTip.png
item,rune_dart_tips,Rune dart tips,i07/runeDartTip.png
item,dragon_dart_tips,Dragon dart tips,i07/dragonDartTip.png
item,leather_coif,Leather coif,i07/coif.png
item,leather_body,Leather body,i07/leatherBody.png
item,leather_chaps,Leather chaps,i07/leatherChaps.png
item,leather_vambraces,Leather vambraces,i07/leatherVambraces.png
item,studded_coif,Studded coif,i07/coif.png
item,studded_body,Studded body,i07/studdedBody.png
item,studded_chaps,Studded chaps,i07/studdedChaps.png
item,studded_vambraces,Studded vambraces,i07/spikyVambraces.png
item,green_dhide_coif,Green d'hide coif,i07/coif.png
item,green_dhide_body,Green d'hide body,i07/greenDhideBody.png
item,green_dhide_chaps,Green d'hide chaps,i07/greenDhideChaps.png
item,green_dhide_vambraces,Green d'hide vambraces,i07/greenDhideVambraces.png
item,blue_dhide_coif,Blue d'hide coif,i07/coif.png
item,blue_dhide_body,Blue d'hide body,i07/blueDhideBody.png
item,blue_dhide_chaps,Blue d'hide chaps,i07/blueDhideChaps.png
item,blue_dhide_vambraces,Blue d'hide vambraces,i07/blueDhideVambraces.png
item,red_dhide_coif,Red d'hide coif,i07/coif.png
item,red_dhide_body,Red d'hide body,i07/redDhideBody.png
item,red_dhide_chaps,Red d'hide chaps,i07/redDhideChaps.png
item,red_dhide_vambraces,Red d'hide vambraces,i07/redDhideVambraces.png
item,black_dhide_coif,Black d'hide coif,i07/coif.png
item,black_dhide_body,Black d'hide body,i07/blackDhideBody.png
item,black_dhide_chaps,Black d'hide chaps,i07/blackDhideChaps.png
item,black_dhide_vambraces,Black d'hide vambraces,i07/blackDhideVambraces.png
item,logs,Logs,i07/logs.png
item,oak_logs,Oak logs,i07/oakLogs.png
item,willow_logs,Willow logs,i07/willowLogs.png
item,maple_logs,Maple logs,i07/mapleLogs.png
item,yew_logs,Yew logs,i07/yewLogs.png
item,magic_logs,Magic logs,i07/magicLogs.png
item,mahogany_logs,Mahogany logs,i07/mahoganyLogs.png
item,copper_ore,Copper ore,i07/copperOre.png
item,tin_ore,Tin ore,i07/tinOre.png
item,iron_ore,Iron ore,i07/ironOre.png
item,coal,Coal,i07/coal.png
item,mithril_ore,Mithril ore,i07/mithrilOre.png
item,adamantite_ore,Adamantite ore,i07/adamantiteOre.png
item,runite_ore,Runite ore,i07/runiteOre.png
item,silver_ore,Silver ore,i07/silverOre.png
item,gold_ore,Gold ore,i07/goldOre.png
item,rune_essence,Rune essence,i07/runeEssence.png
item,bronze_bar,Bronze bar,i07/bronzeBar.png
item,iron_bar,Iron bar,i07/ironBar.png
item,steel_bar,Steel bar,i07/steelBar.png
item,mithril_bar,Mithril bar,i07/mithrilBar.png
item,adamant_bar,Adamant bar,i07/adamantiteBar.png
item,rune_bar,Rune bar,i07/runiteBar.png
item,silver_bar,Silver bar,i07/silverBar.png
item,gold_bar,Gold bar,i07/goldBar.png
item,bronze_nails,Bronze nails,i07/bronzeNails.png
item,iron_nails,Iron nails,i07/ironNails.png
item,steel_nails,Steel nails,i07/steelNails.png
item,mithril_nails,Mithril nails,i07/mithrilNails.png
item,adamant_nails,Adamant nails,i07/adamantiteNails.png
item,rune_nails,Rune nails,i07/runeNails.png
item,raw_shrimps,Raw shrimps,i07/rawShrimps.png
item,shrimps,Shrimps,i07/shrimps.png
item,burnt_shrimps,Burnt shrimps,i07/burntFishAnchovies.png
item,raw_sardine,Raw sardine,i07/rawSardine.png
item,sardine,Sardine,i07/sardine.png
item,burnt_sardine,Burnt sardine,i07/burntFishSardine.png
item,raw_herring,Raw herring,i07/rawHerring.png
item,herring,Herring,i07/herring.png
item,burnt_herring,Burnt herring,i07/burntFishHerring.png
item,raw_anchovies,Raw anchovies,i07/rawAnchovies.png
item,anchovies,Anchovies,i07/anchovies.png
item,burnt_anchovies,Burnt anchovies,i07/burntFishAnchovies.png
item,raw_trout,Raw trout,i07/rawTrout.png
item,trout,Trout,i07/trout.png
item,burnt_trout,Burnt trout,i07/burntFishTrout.png
item,raw_pike,Raw pike,i07/rawPike.png
item,pike,Pike,i07/pike.png
item,burnt_pike,Burnt pike,i07/burntFishTrout.png
item,raw_salmon,Raw salmon,i07/rawSalmon.png
item,salmon,Salmon,i07/salmon.png
item,burnt_salmon,Burnt salmon,i07/burntFishTrout.png
item,raw_tuna,Raw tuna,i07/rawTuna.png
item,tuna,Tuna,i07/tuna.png
item,burnt_tuna,Burnt tuna,i07/burntFishTuna.png
item,raw_lobster,Raw lobster,i07/rawLobster.png
item,lobster,Lobster,i07/lobster.png
item,burnt_lobster,Burnt lobster,i07/burntLobster.png
item,raw_bass,Raw bass,i07/rawBass.png
item,bass,Bass,i07/bass.png
item,burnt_bass,Burnt bass,i07/burntFishTuna.png
item,raw_swordfish,Raw swordfish,i07/rawSwordfish.png
item,swordfish,Swordfish,i07/swordfish.png
item,burnt_swordfish,Burnt swordfish,i07/burntSwordfish.png
item,raw_monkfish,Raw monkfish,i07/rawMonkfish.png
item,monkfish,Monkfish,i07/monkfish.png
item,burnt_monkfish,Burnt monkfish,i07/burntMonkfish.png
item,raw_shark,Raw shark,i07/rawShark.png
item,shark,Shark,i07/shark.png
item,burnt_shark,Burnt shark,i07/burntShark.png
item,raw_anglerfish,Raw anglerfish,i07/rawAnglerfish.png
item,anglerfish,Anglerfish,i07/anglerfish.png
item,burnt_anglerfish,Burnt anglerfish,i07/burntAnglerfish.png
item,raw_dark_crab,Raw dark crab,i07/rawDarkCrab.png
item,dark_crab,Dark crab,i07/darkCrab.png
item,burnt_dark_crab,Burnt dark crab,i07/burntDarkCrab.png
item,raw_beef,Raw beef,i07/rawBeef.png
item,cooked_meat,Cooked meat,i07/cookedMeat.png
item,burnt_meat,Burnt meat,i07/burntMeat.png
item,raw_chicken,Raw chicken,i07/rawChicken.png
item,cooked_chicken,Cooked chicken,i07/cookedChicken.png
item,burnt_chicken,Burnt chicken,i07/burntChicken.png
item,gilded_hatchet,Gilded hatchet,i07/gildedAxe.png
item,gilded_pickaxe,Gilded pickaxe,i07/gildedPickaxe.png
item,leather_gloves,Leather gloves,i07/leatherGloves.png
item,leather_boots,Leather boots,i07/leatherBoots.png
item,anti_dragon_shield,Anti-dragon shield,i07/antiDragonShield.png
item,snakeskin_boots,Snakeskin boots,i07/snakeskinBoots.png
item,avas_attractor,Ava's attractor,i07/avasAttractor.png
item,avas_accumulator,Ava's accumulator,i07/avasAccumulator.png
item,team_cape,Team cape,i07/team1Cape.png
item,amulet_of_magic,Amulet of magic,i07/amuletOfMagic.png
item,amulet_of_defence,Amulet of defence,i07/amuletOfDefence.png
item,amulet_of_strength,Amulet of strength,i07/amuletOfStrength.png
item,amulet_of_power,Amulet of power,i07/amuletOfPower.png
item,amulet_of_glory,Amulet of glory,i07/amuletOfGlory.png
item,ring_of_recoil,Ring of recoil,i07/ringOfRecoil.png
item,ring_of_life,Ring of life,i07/ringOfLife.png
item,ring_of_wealth,Ring of wealth,i07/ringOfWealth.png
item,tinderbox,Tinderbox,i07/tinderbox.png
item,hammer,Hammer,i07/hammer.png
item,fishing_rod,Fishing rod,i07/fishingRod.png
item,small_net,Small net,i07/smallFishingNet.png
item,harpoon,Harpoon,i07/harpoon.png
item,coins,Coins,i07/coins10000.png
item,bones,Bones,i07/bones.png
item,big_bones,Big bones,i07/bigBones.png
item,dragon_bones,Dragon bones,i07/dragonBones.png
item,air_rune,Air rune,i07/airRune.png
item,mind_rune,Mind rune,i07/mindRune.png
item,water_rune,Water rune,i07/waterRune.png
item,earth_rune,Earth rune,i07/earthRune.png
item,fire_rune,Fire rune,i07/fireRune.png
item,body_rune,Body rune,i07/bodyRune.png
item,cosmic_rune,Cosmic rune,i07/cosmicRune.png
item,chaos_rune,Chaos rune,i07/chaosRune.png
item,nature_rune,Nature rune,i07/natureRune.png
item,law_rune,Law rune,i07/lawRune.png
item,death_rune,Death rune,i07/deathRune.png
item,blood_rune,Blood rune,i07/bloodRune.png
item,soul_rune,Soul rune,i07/soulRune.png
item,pure_essence,Pure essence,i07/pureEssence.png
item,tiara,Tiara,i07/tiara.png
item,air_talisman,Air talisman,i07/airTalisman.png
item,air_tiara,Air tiara,i07/airTiara.png
item,mind_talisman,Mind talisman,i07/mindTalisman.png
item,mind_tiara,Mind tiara,i07/mindTiara.png
item,water_talisman,Water talisman,i07/waterTalisman.png
item,water_tiara,Water tiara,i07/waterTiara.png
item,earth_talisman,Earth talisman,i07/earthTalisman.png
item,earth_tiara,Earth tiara,i07/earthTiara.png
item,fire_talisman,Fire talisman,i07/fireTalisman.png
item,fire_tiara,Fire tiara,i07/fireTiara.png
item,body_talisman,Body talisman,i07/bodyTalisman.png
item,body_tiara,Body tiara,i07/bodyTiara.png
item,cosmic_talisman,Cosmic talisman,i07/cosmicTalisman.png
item,cosmic_tiara,Cosmic tiara,i07/cosmicTiara.png
item,chaos_talisman,Chaos talisman,i07/chaosTalisman.png
item,chaos_tiara,Chaos tiara,i07/chaosTiara.png
item,nature_talisman,Nature talisman,i07/natureTalisman.png
item,nature_tiara,Nature tiara,i07/natureTiara.png
item,law_talisman,Law talisman,i07/lawTalisman.png
item,law_tiara,Law tiara,i07/lawTiara.png
item,death_talisman,Death talisman,i07/deathTalisman.png
item,death_tiara,Death tiara,i07/deathTiara.png
item,blood_talisman,Blood talisman,i07/bloodTalisman.png
item,blood_tiara,Blood tiara,i07/bloodTiara.png
item,soul_talisman,Soul talisman,i07/soulTalisman.png
item,soul_tiara,Soul tiara,i07/soulTiara.png
item,uncut_sapphire,Uncut sapphire,i07/uncutSapphire.png
item,sapphire,Sapphire,i07/sapphire.png
item,uncut_emerald,Uncut emerald,i07/uncutEmerald.png
item,emerald,Emerald,i07/emerald.png
item,uncut_ruby,Uncut ruby,i07/uncutRuby.png
item,ruby,Ruby,i07/ruby.png
item,uncut_diamond,Uncut diamond,i07/uncutDiamond.png
